ID,time,rel,educ,crime,age,savings,donations,voluntary,consume,pray,leisure,employed
16152,1,2,2,1,2,1.26403451569625,0,0,1.05674581498928,0,0.795961484039267,1
2,1,1,2,1,2,0,0,0,0.63834478514531,0,0.518994151818313,1
3,1,1,3,1,2,0,0,0,0.528684959364705,0,0.487803665050005,0
15456,1,1,1,2,2,6.2837122307606,0,0,2.72334405527539,0,2.14215380134061,0
16153,1,5,3,1,3,1.26403451569625,0,0,1.05674581498928,0,0.795961484039267,1
11395,1,1,2,2,3,0.0334319738613855,0,0,0.656193288556394,0,0.532073122830087,1
15457,1,4,3,1,3,5.11006963355668,0,0,2.32303549128085,0,1.84174000218667,0
11396,1,2,3,1,3,0,0,0,0.528684959364705,0,0.487803665050005,0
13422,1,2,1,1,1,0.891526679742916,0,0,0.93277385689769,0,0.714496809724928,1
10,1,2,1,2,3,0,0,0,0.63834478514531,0,0.518994151818313,1
11,1,1,2,2,2,0,0,0,0.528684959364705,0,0.487803665050005,0
12033,1,4,2,2,3,0.000689181695919916,0,0,0.645664739415662,0,0.524433651242043,1
12747,1,1,3,1,3,1.42807330606173,0,0,1.11133851903951,0,0.831835539138922,1
14106,1,4,2,2,2,1.41125466989971,0,0,1.1057412159597,0,0.828157429351393,1
12034,1,2,3,1,2,2.56347664037651,0,0,1.45443802676544,0,1.18989618039396,0
15458,1,1,3,1,2,1.89949666450712,0,0,1.26822992157074,0,0.934932297524256,1
17,1,5,2,1,2,0.00144232393494847,0,0,0.647325889787901,8.58947062278393e-29,0.525667820680948,1
18,1,5,2,2,2,0,0,0,0.528684959364705,0,0.487803665050005,0
13423,1,4,3,1,3,1.39488968473551,0,0,1.05585385196646,0,0.890776458749379,0
14107,1,1,3,2,2,0.228494401342054,0,0,0.712114311250999,0,0.569496615348919,1
21,1,1,1,1,3,0.00166966462807106,0,0,0.647334519752421,1.18500982395889e-28,0.525674142247277,1
22,1,3,3,1,3,0,0,0,0.528684959364705,0,0.487803665050005,0
13424,1,3,1,2,2,0.00174893948869936,0,0,0.573259068391265,0,0.527606623433482,0
24,1,5,3,2,2,0,0,0,0.528684959364705,0,0.487803665050005,0
12748,1,1,1,1,2,0.487531713382053,0,0,0.798322867670219,0,0.626146135772014,1
26,1,1,3,2,2,0.00187208786658029,0,0,0.64734220383811,1.47533479512909e-28,0.525679770944504,1
27,1,1,2,2,2,0,0,0,0.63834478514531,0,0.518994151818313,1
28,1,3,3,1,2,0,0,0,0.528684959364705,0,0.487803665050005,0
29,1,3,2,1,3,0,0,0,0.63834478514531,0,0.518994151818313,1
15459,1,3,3,2,2,2.27570541446153,0,0,1.35628439253348,0,1.11623623700893,0
31,1,3,1,2,2,0.000348901778118668,0,0,0.642050549642239,0,0.521747926377693,1
32,1,1,2,2,2,0.000348901778118668,0,0,0.642050549642239,0,0.521747926377693,1
33,1,4,3,2,1,0,0,0,0.528684959364705,0,0.487803665050005,0
